,gvkey,predicted_return,trade_date
142,5581,0.0311117157302968,2003-12-01
143,6788,0.0254601417995786,2003-12-01
144,9465,0.0158346361023579,2003-12-01
145,16478,0.0221602412242218,2003-12-01
146,20548,0.020126909264947,2003-12-01
147,147398,0.0198258813642403,2003-12-01
148,6788,0.0205946154892444,2004-03-01
149,7938,0.0160036068409681,2004-03-01
150,8151,0.0171191208064556,2004-03-01
151,11506,0.020512867718935,2004-03-01
152,16478,0.0143472580239176,2004-03-01
153,20548,0.0194538813084363,2004-03-01
154,63892,0.0163205172866582,2004-03-01
155,7938,0.0341173591553205,2004-06-01
156,8151,0.034111467104112,2004-06-01
157,8549,0.024566612431263,2004-06-01
158,11506,0.034068377254093,2004-06-01
159,15247,0.029738747872209,2004-06-01
160,30923,0.0330286465485039,2004-06-01
161,120093,0.0238975680642079,2004-06-01
162,1678,0.0220516733825206,2004-09-01
163,4430,0.0220516733825206,2004-09-01
164,4503,0.0220516733825206,2004-09-01
165,6788,0.0267040021717548,2004-09-01
166,7620,0.0220516733825206,2004-09-01
167,8068,0.0220516733825206,2004-09-01
168,11506,0.0259792599827051,2004-09-01
169,16478,0.0220516733825206,2004-09-01
170,29173,0.0220516733825206,2004-09-01
171,30923,0.0261180363595485,2004-09-01
172,147398,0.0220516733825206,2004-09-01
173,1380,0.0259670567033699,2004-12-01
174,7938,0.0382773739183533,2004-12-01
175,8151,0.0262012799092238,2004-12-01
176,10504,0.0229899445619813,2004-12-01
177,11506,0.028993937950373,2004-12-01
178,15247,0.0305621597219955,2004-12-01
179,30923,0.0282404957513565,2004-12-01
180,1380,0.035413885995045,2005-03-01
181,7938,0.0452480543083321,2005-03-01
182,8151,0.0422380066709993,2005-03-01
183,11506,0.031249944749463,2005-03-01
184,15247,0.0341635750193014,2005-03-01
185,20548,0.0316624273403955,2005-03-01
186,30923,0.0316392020625783,2005-03-01
187,1380,0.0327581677593029,2005-06-01
188,7938,0.0390058328044019,2005-06-01
189,8151,0.044795358645269,2005-06-01
190,8549,0.0309766075713591,2005-06-01
191,11506,0.0392106590991,2005-06-01
192,15247,0.0327447991973629,2005-06-01
193,30923,0.0364518024412039,2005-06-01
194,1380,0.0330114613439216,2005-09-01
195,7938,0.042848844453051,2005-09-01
196,8151,0.0315933364117723,2005-09-01
197,8549,0.0316432570923077,2005-09-01
198,15247,0.0322437922354487,2005-09-01
199,20548,0.030964175647707,2005-09-01
200,30923,0.0338508539500138,2005-09-01
201,2991,0.0382794940393724,2005-12-01
202,14934,0.0386025666660683,2005-12-01
203,20548,0.0374870258442061,2005-12-01
204,28338,0.0375385102221648,2005-12-01
205,29173,0.0354643564368617,2005-12-01
206,30923,0.0441800293793869,2005-12-01
207,63892,0.0355553349907587,2005-12-01
208,1380,0.0445470153260086,2006-03-01
209,2991,0.0410721350000425,2006-03-01
210,7938,0.0567213261540944,2006-03-01
211,8151,0.0556887797193455,2006-03-01
212,8549,0.049533181811621,2006-03-01
213,15247,0.044167778793049,2006-03-01
214,147398,0.0431237716494351,2006-03-01
215,1380,0.0400058924202675,2006-06-01
216,8151,0.0495762698949981,2006-06-01
217,8549,0.0443970148200721,2006-06-01
218,15247,0.0403656248207013,2006-06-01
219,20548,0.0390295938962081,2006-06-01
220,30923,0.0389660217105811,2006-06-01
221,147398,0.041382191570309,2006-06-01
222,1380,0.0456630140542984,2006-09-01
223,1678,0.0456630140542984,2006-09-01
224,8549,0.0456630140542984,2006-09-01
225,11506,0.0496292375028133,2006-09-01
226,14934,0.0456630140542984,2006-09-01
227,28338,0.0544270761311054,2006-09-01
228,29173,0.0498444773256778,2006-09-01
229,30923,0.0494637824594974,2006-09-01
230,1380,0.0504457587068231,2006-12-01
231,7938,0.0515097889480652,2006-12-01
232,8151,0.04296214876206,2006-12-01
233,8549,0.0427020623791971,2006-12-01
234,15247,0.0414934026826663,2006-12-01
235,30923,0.0507363135299605,2006-12-01
236,147398,0.0385155017396828,2006-12-01
237,1380,0.0459256114363742,2007-03-01
238,7938,0.0554215273461375,2007-03-01
239,8151,0.050812461129332,2007-03-01
240,8549,0.0457482886002035,2007-03-01
241,15247,0.0434577900725939,2007-03-01
242,30923,0.0460646324595389,2007-03-01
243,147398,0.0405160591490945,2007-03-01
244,2991,0.040252994915397,2007-06-01
245,6788,0.0455243942087933,2007-06-01
246,8151,0.0491393366862597,2007-06-01
247,11506,0.043997269939864,2007-06-01
248,15247,0.0398308160051349,2007-06-01
249,29173,0.0501410783486574,2007-06-01
250,30923,0.0552292693966014,2007-06-01
251,1380,0.0405528657138347,2007-09-04
252,1661,0.0405528657138347,2007-09-04
253,6788,0.0447733514010906,2007-09-04
254,11506,0.0405528657138347,2007-09-04
255,15247,0.0447733514010906,2007-09-04
256,29173,0.0405528657138347,2007-09-04
257,120093,0.0405528657138347,2007-09-04
258,1380,0.038131944835186,2007-12-03
259,1661,0.038131944835186,2007-12-03
260,1678,0.038131944835186,2007-12-03
261,2991,0.038131944835186,2007-12-03
262,5439,0.038131944835186,2007-12-03
263,5581,0.038131944835186,2007-12-03
264,6788,0.042504746466875,2007-12-03
265,7938,0.038131944835186,2007-12-03
266,8068,0.038131944835186,2007-12-03
267,8549,0.038131944835186,2007-12-03
268,15247,0.038131944835186,2007-12-03
269,28338,0.038131944835186,2007-12-03
270,30923,0.0651666224002838,2007-12-03
271,120093,0.038131944835186,2007-12-03
272,147398,0.038131944835186,2007-12-03
273,1380,0.0442845086155989,2008-03-03
274,7620,0.0442163939509953,2008-03-03
275,7938,0.0464952918974979,2008-03-03
276,8151,0.0513081034195227,2008-03-03
277,15247,0.0486027767538089,2008-03-03
278,29173,0.0552189712513907,2008-03-03
279,30923,0.057759684750127,2008-03-03
280,1380,0.0408969451509104,2008-06-02
281,1678,0.0404953803700645,2008-06-02
282,2991,0.0404953803700645,2008-06-02
283,7938,0.0543865870936437,2008-06-02
284,8151,0.0524156035850726,2008-06-02
285,11506,0.0537682130913031,2008-06-02
286,14934,0.0404953803700645,2008-06-02
287,120093,0.0494560689056766,2008-06-02
288,1678,0.0361444483730084,2008-09-02
289,6788,0.040429006807484,2008-09-02
290,7938,0.0522554806879099,2008-09-02
291,14934,0.0383806142063275,2008-09-02
292,28338,0.0373967412780888,2008-09-02
293,120093,0.0372095254098026,2008-09-02
294,147398,0.0379276239456235,2008-09-02
295,5581,0.0516119580493634,2008-12-01
296,7620,0.046587511297496,2008-12-01
297,7938,0.0539060862883525,2008-12-01
298,8549,0.0452205134683505,2008-12-01
299,15247,0.0622150443668459,2008-12-01
300,30923,0.0466345407698126,2008-12-01
301,63892,0.0469518524462984,2008-12-01
302,1661,0.0715635496824824,2009-03-02
303,6788,0.0552432111144511,2009-03-02
304,7938,0.0556231156402382,2009-03-02
305,8151,0.051227700659275,2009-03-02
306,9465,0.0572241380911343,2009-03-02
307,15247,0.0673876402873484,2009-03-02
308,147398,0.0722750286576734,2009-03-02
309,1661,0.0791358492801707,2009-06-01
310,1678,0.0616030942926139,2009-06-01
311,7620,0.0514235070265701,2009-06-01
312,7938,0.0889295718871904,2009-06-01
313,8151,0.0535471946925512,2009-06-01
314,11506,0.0561760701621833,2009-06-01
315,14934,0.0573037570116442,2009-06-01
316,5581,0.0535410522504581,2009-09-01
317,8151,0.0579937320455902,2009-09-01
318,11506,0.0689148298485317,2009-09-01
319,15247,0.0601051532360114,2009-09-01
320,20548,0.0532730650157176,2009-09-01
321,29173,0.052490846779368,2009-09-01
322,63892,0.0524033206926099,2009-09-01
323,1380,0.0589634366333484,2009-12-01
324,5439,0.0396975576877594,2009-12-01
325,8068,0.0795427486300468,2009-12-01
326,15247,0.046229425817728,2009-12-01
327,63892,0.037445317953825,2009-12-01
328,120093,0.0450888983905315,2009-12-01
329,147398,0.0601933635771274,2009-12-01
330,4503,0.0496903360330384,2010-03-01
331,7938,0.0441939515670634,2010-03-01
332,8151,0.0464720546711314,2010-03-01
333,11506,0.0877949269193877,2010-03-01
334,14934,0.0582581193018836,2010-03-01
335,15247,0.136687450997334,2010-03-01
336,164046,0.0545321321689201,2010-03-01
337,5581,0.0474164689426326,2010-06-01
338,8151,0.0418499416071403,2010-06-01
339,11506,0.0633152023913332,2010-06-01
340,15247,0.0770061840794817,2010-06-01
341,20548,0.0469299465078996,2010-06-01
342,63892,0.049274937298978,2010-06-01
343,147398,0.062838233999965,2010-06-01
344,1380,0.0340640284121036,2010-09-01
345,14934,0.0340640284121036,2010-09-01
346,15247,0.0376394391059875,2010-09-01
347,28338,0.1023230850696563,2010-09-01
348,30923,0.0340640284121036,2010-09-01
349,63892,0.0667871162295341,2010-09-01
350,147398,0.0376394391059875,2010-09-01
351,1380,0.0476371049880981,2010-12-01
352,1678,0.0471742823719978,2010-12-01
353,15247,0.0377695113420486,2010-12-01
354,28338,0.0471742823719978,2010-12-01
355,63892,0.0471742823719978,2010-12-01
356,147398,0.0377695113420486,2010-12-01
357,164046,0.0597581341862678,2010-12-01
358,7938,0.0520207339985338,2011-03-01
359,8151,0.0668986494029319,2011-03-01
360,11506,0.0534439076059075,2011-03-01
361,15247,0.0705362554803846,2011-03-01
362,20548,0.0535550947917843,2011-03-01
363,30923,0.0470413558430445,2011-03-01
364,147398,0.0584907874197297,2011-03-01
365,185532,0.0868918344862587,2011-03-01
366,4430,0.0292653776705265,2011-06-01
367,7620,0.0291286408901214,2011-06-01
368,7938,0.0292653776705265,2011-06-01
369,8151,0.0292653776705265,2011-06-01
370,8549,0.0291286408901214,2011-06-01
371,11506,0.0292653776705265,2011-06-01
372,30923,0.0291286408901214,2011-06-01
373,147398,0.033947043120861,2011-06-01
374,185532,0.0506192781031131,2011-06-01
375,7620,0.0381565707603426,2011-09-01
376,7938,0.0367186562129819,2011-09-01
377,8549,0.0351177647463897,2011-09-01
378,11506,0.0323428996027567,2011-09-01
379,15247,0.0728907425857141,2011-09-01
380,147398,0.0559421888554739,2011-09-01
381,185532,0.0335435990511041,2011-09-01
382,186989,0.0706388033453034,2011-09-01
383,4430,0.0523783735878721,2011-12-01
384,7620,0.0731932336758682,2011-12-01
385,7938,0.0534635212203274,2011-12-01
386,15247,0.0926087978281551,2011-12-01
387,120093,0.0501922600514641,2011-12-01
388,147398,0.0680815253112488,2011-12-01
389,185532,0.0497535331310251,2011-12-01
390,186989,0.0834590704468065,2011-12-01
391,7620,0.052527059441625,2012-03-01
392,7938,0.0517702589049995,2012-03-01
393,8151,0.0534355572821512,2012-03-01
394,15247,0.0518060397020052,2012-03-01
395,29173,0.0482457903722398,2012-03-01
396,120093,0.0500380045580796,2012-03-01
397,147398,0.0606869720580291,2012-03-01
398,186989,0.0638027520051885,2012-03-01
399,5439,0.0503492317829981,2012-06-01
400,5581,0.0536464230320876,2012-06-01
401,7620,0.0623055356361705,2012-06-01
402,8151,0.0459410672208248,2012-06-01
403,15247,0.0537932245057479,2012-06-01
404,147398,0.0606083769589866,2012-06-01
405,170841,0.067989184928896,2012-06-01
406,186989,0.0454860906622817,2012-06-01
407,5439,0.0577423187726847,2012-09-04
408,5581,0.0579892447252529,2012-09-04
409,7620,0.0535492240842905,2012-09-04
410,15247,0.0589515670548851,2012-09-04
411,29173,0.0491709221405193,2012-09-04
412,147398,0.0606697075065448,2012-09-04
413,170841,0.0621443591857871,2012-09-04
414,186989,0.0561121775290711,2012-09-04
415,5439,0.0668911133118106,2012-12-03
416,5581,0.0515155012530756,2012-12-03
417,15247,0.0522392804207032,2012-12-03
418,29173,0.0649887630087096,2012-12-03
419,30923,0.0530629808688301,2012-12-03
420,120093,0.0560942939277083,2012-12-03
421,147398,0.0602934107859283,2012-12-03
422,170750,0.0812854093579019,2012-12-03
423,186989,0.0628269666294968,2012-12-03
424,7938,0.0788230625672564,2013-03-01
425,8151,0.0493939858781364,2013-03-01
426,12892,0.0490349352261203,2013-03-01
427,15247,0.0637975333556405,2013-03-01
428,29173,0.0600453689240812,2013-03-01
429,120093,0.0483491319744585,2013-03-01
430,147398,0.0772516590107175,2013-03-01
431,170750,0.0535773334895964,2013-03-01
432,186989,0.0543673595221857,2013-03-01
433,7938,0.0394871701605416,2013-06-03
434,8151,0.0341055991315953,2013-06-03
435,11506,0.0280987746774778,2013-06-03
436,12892,0.0429157604994834,2013-06-03
437,15247,0.047437476614954,2013-06-03
438,29173,0.0527005658926871,2013-06-03
439,120093,0.0396559633000341,2013-06-03
440,147398,0.0550539702648622,2013-06-03
441,186989,0.0386032013212905,2013-06-03
442,1380,0.0628493502736091,2013-09-03
443,1661,0.0432371608912944,2013-09-03
444,7938,0.0490446351468563,2013-09-03
445,12892,0.0541445016860961,2013-09-03
446,15247,0.0504258200526237,2013-09-03
447,18289,0.0503795817494392,2013-09-03
448,28338,0.0656211376190185,2013-09-03
449,29173,0.0467678196728229,2013-09-03
450,186989,0.06080923974514,2013-09-03
451,7938,0.0639422440832593,2013-12-02
452,8151,0.0521066697494931,2013-12-02
453,11506,0.0457832758429223,2013-12-02
454,12892,0.0670696848427693,2013-12-02
455,15247,0.0446641822930052,2013-12-02
456,18289,0.0573436816893573,2013-12-02
457,29173,0.0493941775375661,2013-12-02
458,120093,0.0529886067440934,2013-12-02
459,147398,0.0781384377614803,2013-12-02
460,1661,0.0490461401641368,2014-03-03
461,1678,0.0850114971399307,2014-03-03
462,4430,0.0474360883235931,2014-03-03
463,7938,0.0576151721179485,2014-03-03
464,11506,0.0624170117080211,2014-03-03
465,12892,0.0458969846367836,2014-03-03
466,18289,0.0429668575525283,2014-03-03
467,20548,0.0423032157123088,2014-03-03
468,147398,0.0405901335179805,2014-03-03
469,1678,0.0506693013012409,2014-06-02
470,7938,0.048134047538042,2014-06-02
471,8151,0.038545086979866,2014-06-02
472,11506,0.0418142229318618,2014-06-02
473,12892,0.0451779142022132,2014-06-02
474,18289,0.0561069138348102,2014-06-02
475,20548,0.0413030833005905,2014-06-02
476,28338,0.0675107836723327,2014-06-02
477,147398,0.045988418161869,2014-06-02
478,7938,0.0703336206684855,2014-09-02
479,12892,0.051277852177004,2014-09-02
480,18289,0.0640039526351423,2014-09-02
481,20548,0.0451505645187081,2014-09-02
482,28338,0.044346586337183,2014-09-02
483,29173,0.0373887761910531,2014-09-02
484,120093,0.039118717334078,2014-09-02
485,147398,0.0670012129538738,2014-09-02
486,186989,0.0402559636388061,2014-09-02
487,7938,0.0700941235463362,2014-12-01
488,8151,0.0508884623389604,2014-12-01
489,11506,0.0498024646353872,2014-12-01
490,12892,0.0791974132691834,2014-12-01
491,15247,0.0537204030446663,2014-12-01
492,18289,0.0594536648278459,2014-12-01
493,28338,0.0712533433535474,2014-12-01
494,29173,0.0702825728935906,2014-12-01
495,147398,0.060985426678685,2014-12-01
496,7938,0.0707544052921544,2015-03-02
497,8151,0.0715614564671648,2015-03-02
498,12892,0.0731895207137911,2015-03-02
499,20548,0.0609430905346155,2015-03-02
500,28338,0.0635379467843344,2015-03-02
501,29173,0.0567592765234616,2015-03-02
502,120093,0.061380033485625,2015-03-02
503,147398,0.0739888875599458,2015-03-02
504,164046,0.0689457005076836,2015-03-02
505,7938,0.062040740685306,2015-06-01
506,8151,0.0732349367246918,2015-06-01
507,12892,0.0593147468525313,2015-06-01
508,18289,0.0792882681594831,2015-06-01
509,28338,0.0682881401827797,2015-06-01
510,30923,0.052689105011047,2015-06-01
511,120093,0.0654641555146561,2015-06-01
512,147398,0.0603101011382222,2015-06-01
513,312009,0.0810329445199657,2015-06-01
514,12892,0.0690141435067478,2015-09-01
515,18289,0.0764606660156023,2015-09-01
516,18465,0.0813704510240504,2015-09-01
517,28338,0.0692141792099861,2015-09-01
518,29173,0.0723677728718354,2015-09-01
519,30923,0.0930970034902172,2015-09-01
520,120093,0.0920020744238763,2015-09-01
521,147398,0.0732484813523934,2015-09-01
522,312009,0.0826662155399029,2015-09-01
523,6788,0.0575020451026416,2015-12-01
524,8151,0.0722734150949797,2015-12-01
525,11506,0.0578236673609296,2015-12-01
526,12892,0.0599589492866118,2015-12-01
527,18465,0.0750911996518954,2015-12-01
528,30923,0.0589194466172825,2015-12-01
529,120093,0.0663842545075005,2015-12-01
530,147398,0.0558891815708312,2015-12-01
531,185532,0.0552515480256754,2015-12-01
532,1661,0.0548355430364608,2016-03-01
533,10504,0.036870677024126,2016-03-01
534,18465,0.0466546639800071,2016-03-01
535,20548,0.0309400781989097,2016-03-01
536,28338,0.0488165728747844,2016-03-01
537,30923,0.0294877607375383,2016-03-01
538,63892,0.0398839712142944,2016-03-01
539,120093,0.0316296368837356,2016-03-01
540,164046,0.0397655740380287,2016-03-01
541,5581,0.0395603659480133,2016-06-01
542,8151,0.0417363717925511,2016-06-01
543,18289,0.0518157221084037,2016-06-01
544,18465,0.0542128252866144,2016-06-01
545,28338,0.0582571025902806,2016-06-01
546,30923,0.0382036950461797,2016-06-01
547,32106,0.0382036950461797,2016-06-01
548,147398,0.0518157221084037,2016-06-01
549,186989,0.0557785057463174,2016-06-01
550,312009,0.0605728167711479,2016-06-01
551,7620,0.0299724480905356,2016-09-01
552,7938,0.0194862620606609,2016-09-01
553,8151,0.021251216976757,2016-09-01
554,12892,0.03369853415776,2016-09-01
555,18465,0.0642783369875068,2016-09-01
556,28338,0.0434264673396533,2016-09-01
557,30923,0.0212695489598835,2016-09-01
558,147398,0.0220755223621507,2016-09-01
559,186989,0.0239315183649234,2016-09-01
560,312009,0.0527910238797168,2016-09-01
561,7938,0.0161026194691658,2016-12-01
562,8151,0.0188803486526012,2016-12-01
563,11506,0.0154238976538181,2016-12-01
564,18289,0.01762605458498,2016-12-01
565,28338,0.01762605458498,2016-12-01
566,30923,0.01762605458498,2016-12-01
567,147398,0.0172202792018651,2016-12-01
568,164046,0.0224521979689598,2016-12-01
569,170841,0.0389898642897605,2016-12-01
570,312009,0.0222270358353853,2016-12-01
571,4503,0.0123652566630587,2017-03-01
572,8151,0.0166207691159319,2017-03-01
573,14934,0.0132587234052255,2017-03-01
574,18289,0.0262229542761543,2017-03-01
575,28338,0.0256096303670785,2017-03-01
576,30923,0.0190922759975184,2017-03-01
577,32106,0.0155057476815025,2017-03-01
578,164046,0.017650116051606,2017-03-01
579,186989,0.014690638448348,2017-03-01
580,312009,0.0147508637062658,2017-03-01
581,4430,0.0183422546833753,2017-06-01
582,5581,0.0080672735348343,2017-06-01
583,6788,0.0160949137061834,2017-06-01
584,7938,0.0176545027643442,2017-06-01
585,8151,0.0083796763792634,2017-06-01
586,14934,0.0083796763792634,2017-06-01
587,18465,0.0183422546833753,2017-06-01
588,20548,0.0083796763792634,2017-06-01
589,31109,0.0082995500415563,2017-06-01
590,312009,0.0983185172080993,2017-06-01
591,6788,0.0299359106301959,2017-09-01
592,7938,0.0317651703018125,2017-09-01
593,11506,0.0329404245223331,2017-09-01
594,12892,0.0495285099934026,2017-09-01
595,18465,0.0289513208396782,2017-09-01
596,32106,0.0361526070576026,2017-09-01
597,120093,0.0292398889420036,2017-09-01
598,147398,0.0292427195494009,2017-09-01
599,164046,0.0473686134100823,2017-09-01
600,312009,0.026824627076434,2017-09-01
601,1661,0.0408487257303848,2017-12-01
602,1678,0.0357866763262208,2017-12-01
603,4430,0.0369435012903578,2017-12-01
604,6788,0.0334464475728196,2017-12-01
605,11506,0.0376697747767053,2017-12-01
606,12892,0.0347873648791947,2017-12-01
607,28338,0.0921585374298411,2017-12-01
608,29173,0.0441354802253133,2017-12-01
609,63892,0.0474145719901241,2017-12-01
610,120093,0.0355594986402191,2017-12-01
611,1678,0.0338674976282438,2018-03-01
612,4430,0.034398556137781,2018-03-01
613,11506,0.0429361782072622,2018-03-01
614,12892,0.0405244439268619,2018-03-01
615,18289,0.0328402358473095,2018-03-01
616,18465,0.0430692894262077,2018-03-01
617,120093,0.0373737997735312,2018-03-01
618,147398,0.0347655434269506,2018-03-01
619,164046,0.0380797399690001,2018-03-01
620,312009,0.0396978517966382,2018-03-01
621,1661,0.0621243007481098,2018-06-01
622,4430,0.0073671056888997,2018-06-01
623,6788,0.0073671056888997,2018-06-01
624,7620,0.0073671056888997,2018-06-01
625,11506,0.0073671056888997,2018-06-01
626,12892,0.0073671056888997,2018-06-01
627,14934,0.0073671056888997,2018-06-01
628,16478,0.00816186144948,2018-06-01
629,18289,0.0073671056888997,2018-06-01
630,18465,0.0073671056888997,2018-06-01
631,20548,0.0073671056888997,2018-06-01
632,28338,0.0073671056888997,2018-06-01
633,29173,0.0192535072565078,2018-06-01
634,30923,0.0073671056888997,2018-06-01
635,31109,0.0146595332771539,2018-06-01
636,32106,0.0245238691568374,2018-06-01
637,34034,0.0414765030145645,2018-06-01
638,120093,0.0073671056888997,2018-06-01
639,147398,0.0073671056888997,2018-06-01
640,164046,0.0077314642257988,2018-06-01
641,170750,0.0120566366240382,2018-06-01
642,312009,0.1026049777865409,2018-06-01
643,4430,0.0099720228463411,2018-09-04
644,7620,0.0100962398573756,2018-09-04
645,7938,0.0186475720256567,2018-09-04
646,10504,0.0180179215967655,2018-09-04
647,12892,0.0122396498918533,2018-09-04
648,14934,0.0107201281934976,2018-09-04
649,18289,0.0107201281934976,2018-09-04
650,28338,0.0099720228463411,2018-09-04
651,29173,0.0085101528093218,2018-09-04
652,120093,0.0246942602097988,2018-09-04
653,7938,0.0238262923434939,2018-12-03
654,11506,0.023141874847954,2018-12-03
655,12892,0.0307690961944294,2018-12-03
656,14934,0.0250265872653807,2018-12-03
657,18289,0.0307337977687014,2018-12-03
658,18465,0.0321213794828074,2018-12-03
659,29173,0.0260749493285833,2018-12-03
660,32106,0.0237950926586941,2018-12-03
661,120093,0.0449323816561111,2018-12-03
662,312009,0.0345265290164292,2018-12-03
663,7938,0.0217337374124197,2019-03-01
664,11506,0.0246183809272159,2019-03-01
665,12892,0.0250106968583997,2019-03-01
666,14934,0.0383845080652015,2019-03-01
667,18289,0.0214473759359211,2019-03-01
