observation_date,VIXCLS
2009/8/10,22.40999984741211
2009/8/11,23.31999969482422
2009/8/12,22.899999618530273
2009/8/13,22.15999984741211
2009/8/14,21.87000084
2009/8/17,25.200000762939453
2009/8/18,23.59000015258789
2009/8/19,23.389999389648438
2009/8/20,22.62999916
2009/8/21,22.459999084472656
2009/8/24,22.34000015258789
2009/8/25,22.239999771118164
2009/8/26,22.309999465942383
2009/8/27,21.93000030517578
2009/8/28,21.790000915527344
2009/8/31,23.139999389648438
2009/9/1,26.010000228881836
2009/9/2,25.780000686645508
2009/9/3,24.040000915527344
2009/9/4,22.5
2009/9/8,23.010000228881836
2009/9/9,21.700000762939453
2009/9/10,21.149999618530273
2009/9/11,21.399999618530273
2009/9/14,21.079999923706055
2009/9/15,20.829999923706055
2009/9/16,21.260000228881836
2009/9/17,21.149999618530273
2009/9/18,21.219999313354492
2009/9/21,21.329999923706055
2009/9/22,20.75
2009/9/23,21
2009/9/24,22.12999916
2009/9/25,22.5
2009/9/28,22.06999969482422
2009/9/29,22.489999771118164
2009/9/30,22.790000915527344
2009/10/1,25.09000015258789
2009/10/2,25.139999389648438
2009/10/5,23.790000915527344
2009/10/6,22.649999618530273
2009/10/7,21.799999237060547
2009/10/8,21.420000076293945
2009/10/9,20.219999313354492
2009/10/12,19.920000076293945
2009/10/13,20.280000686645508
2009/10/14,20.040000915527344
2009/10/15,19.110000610351562
2009/10/16,18.56999969482422
2009/10/19,18.739999771118164
2009/10/20,17.959999084472656
2009/10/21,19.270000457763672
2009/10/22,18.010000228881836
2009/10/23,19.309999465942383
2009/10/26,21.450000762939453
2009/10/27,22.049999237060547
2009/10/28,24.790000915527344
2009/10/29,21.739999771118164
2009/10/30,26.81999969482422
2009/11/2,26.190000534057617
2009/11/3,25.209999084472656
2009/11/4,24.440000534057617
2009/11/5,22.280000686645508
2009/11/6,21.190000534057617
2009/11/9,20.219999313354492
2009/11/10,20.030000686645508
2009/11/11,20.020000457763672
2009/11/12,21.31999969482422
2009/11/13,20.440000534057617
2009/11/16,19.93000030517578
2009/11/17,19.510000228881836
2009/11/18,19.280000686645508
2009/11/19,19.889999389648438
2009/11/20,19.459999084472656
2009/11/23,18.510000228881836
2009/11/24,18.110000610351562
2009/11/25,17.979999542236328
2009/11/27,21.809999465942383
2009/11/30,21.62000084
2009/12/1,19.549999237060547
2009/12/2,18.780000686645508
2009/12/3,19.989999771118164
2009/12/4,19.229999542236328
2009/12/7,19.670000076293945
2009/12/8,20.940000534057617
2009/12/9,20.18000030517578
2009/12/10,19.469999313354492
2009/12/11,18.700000762939453
2009/12/14,18.229999542236328
2009/12/15,18.799999237060547
2009/12/16,18.350000381469727
2009/12/17,19.770000457763672
2009/12/18,19.440000534057617
2009/12/21,18.729999542236328
2009/12/22,17.31999969482422
2009/12/23,17.479999542236328
2009/12/24,16.969999313354492
2009/12/28,17.40999984741211
2009/12/29,17.59000015258789
2009/12/30,17.690000534057617
2009/12/31,18.969999313354492
2010/1/4,18.200000762939453
2010/1/5,17.600000381469727
2010/1/6,17.329999923706055
2010/1/7,17.200000762939453
2010/1/8,16.59000015258789
2010/1/11,16.010000228881836
2010/1/12,16.200000762939453
2010/1/13,16.139999389648438
2010/1/14,15.59000015258789
2010/1/15,15.739999771118164
2010/1/19,15.81000042
2010/1/20,16.389999389648438
2010/1/21,19.729999542236328
2010/1/22,24.200000762939453
2010/1/25,23.010000228881836
2010/1/26,21.87000084
2010/1/27,20.56999969482422
2010/1/28,21.239999771118164
2010/1/29,21.62999916
2010/2/1,19.979999542236328
2010/2/2,18.90999984741211
2010/2/3,18.780000686645508
2010/2/4,22.770000457763672
2010/2/5,22.950000762939453
2010/2/8,23.389999389648438
2010/2/9,22.62999916
2010/2/10,22.25
2010/2/11,20.84000015258789
2010/2/12,20.229999542236328
2010/2/16,19.350000381469727
2010/2/17,18.959999084472656
2010/2/18,18.149999618530273
2010/2/19,17.90999984741211
2010/2/22,17.790000915527344
2010/2/23,19.09000015258789
2010/2/24,17.84000015258789
2010/2/25,17.809999465942383
2010/2/26,17.420000076293945
2010/3/1,17.06999969482422
2010/3/2,16.850000381469727
2010/3/3,16.860000610351562
2010/3/4,16.5
2010/3/5,15.520000457763672
2010/3/8,15.869999885559082
2010/3/9,15.960000038146973
2010/3/10,16.729999542236328
2010/3/11,16.219999313354492
2010/3/12,15.800000190734863
2010/3/15,16.09000015258789
2010/3/16,15.829999923706055
2010/3/17,15.5
2010/3/18,15.020000457763672
2010/3/19,15.289999961853027
2010/3/22,15.18999958
2010/3/23,14.680000305175781
2010/3/24,15.34000015258789
2010/3/25,16.420000076293945
2010/3/26,15.869999885559082
2010/3/29,15.979999542236328
2010/3/30,15.460000038146973
2010/3/31,15.640000343322754
2010/4/1,15.68999958
2010/4/5,15.479999542236328
2010/4/6,14.920000076293945
2010/4/7,15.399999618530273
2010/4/8,15.119999885559082
2010/4/9,14.739999771118164
2010/4/12,14.369999885559082
2010/4/13,14.600000381469727
2010/4/14,14.25
2010/4/15,14.050000190734863
2010/4/16,16.12000084
2010/4/19,15.369999885559082
2010/4/20,13.989999771118164
2010/4/21,14.300000190734863
2010/4/22,14.550000190734863
2010/4/23,14.630000114440918
2010/4/26,15.430000305175781
2010/4/27,19.90999984741211
2010/4/28,18.479999542236328
2010/4/29,16.540000915527344
2010/4/30,19.649999618530273
2010/5/3,17.790000915527344
2010/5/4,21.170000076293945
2010/5/5,22.31999969482422
2010/5/6,27.350000381469727
2010/5/7,35.90999984741211
2010/5/10,25.93000030517578
2010/5/11,25.040000915527344
2010/5/12,22.420000076293945
2010/5/13,23.450000762939453
2010/5/14,27.670000076293945
2010/5/17,27.149999618530273
2010/5/18,29.670000076293945
2010/5/19,31.68000030517578
2010/5/20,40.720001220703125
2010/5/21,35.47999954223633
2010/5/24,33.90999984741211
2010/5/25,31.59000015258789
2010/5/26,31.200000762939453
2010/5/27,26.479999542236328
2010/5/28,28.670000076293945
2010/6/1,31.969999313354492
2010/6/2,26.959999084472656
2010/6/3,26.510000228881836
2010/6/4,31.43000030517578
2010/6/7,33.16999816894531
2010/6/8,30.280000686645508
2010/6/9,29.940000534057617
2010/6/10,27.149999618530273
2010/6/11,25.43000030517578
2010/6/14,25.530000686645508
2010/6/15,22.940000534057617
2010/6/16,22.729999542236328
2010/6/17,22.209999084472656
2010/6/18,21.229999542236328
2010/6/21,21.93000030517578
2010/6/22,24.06999969482422
2010/6/23,23.87000084
2010/6/24,26.229999542236328
2010/6/25,25.37000084
2010/6/28,25.670000076293945
2010/6/29,30.559999465942383
2010/6/30,30.540000915527344
2010/7/1,29.37000084
2010/7/2,27.559999465942383
2010/7/6,26.690000534057617
2010/7/7,23.829999923706055
2010/7/8,22.65999984741211
2010/7/9,21.87000084
2010/7/12,21.09000015258789
2010/7/13,21.299999237060547
2010/7/14,21.540000915527344
2010/7/15,21.850000381469727
2010/7/16,23.09000015258789
2010/7/19,22.729999542236328
2010/7/20,21.40999984741211
2010/7/21,23.43000030517578
2010/7/22,22.020000457763672
2010/7/23,20.75
2010/7/26,20.149999618530273
2010/7/27,20.280000686645508
2010/7/28,21.059999465942383
2010/7/29,21.309999465942383
2010/7/30,20.729999542236328
2010/8/2,19.479999542236328
2010/8/3,19.979999542236328
2010/8/4,19.860000610351562
2010/8/5,19.700000762939453
2010/8/6,19.229999542236328
2010/8/9,19.280000686645508
2010/8/10,19.600000381469727
2010/8/11,22.809999465942383
2010/8/12,23.59000015258789
2010/8/13,23.899999618530273
2010/8/16,23.34000015258789
2010/8/17,21.920000076293945
2010/8/18,22.020000457763672
2010/8/19,23.43000030517578
2010/8/20,22.639999389648438
2010/8/23,22.860000610351562
2010/8/24,24.610000610351562
2010/8/25,24.239999771118164
2010/8/26,24.479999542236328
2010/8/27,21.760000228881836
2010/8/30,24.31999969482422
2010/8/31,23.729999542236328
2010/9/1,21.469999313354492
2010/9/2,20.790000915527344
2010/9/3,18.889999389648438
2010/9/7,21.100000381469727
2010/9/8,20.760000228881836
2010/9/9,20.540000915527344
2010/9/10,19.809999465942383
2010/9/13,19.079999923706055
2010/9/14,19.37000084
2010/9/15,19.760000228881836
2010/9/16,19.149999618530273
2010/9/17,19.020000457763672
2010/9/20,18.860000610351562
2010/9/21,19.520000457763672
2010/9/22,19.62999916
2010/9/23,20.62000084
2010/9/24,18.75
2010/9/27,19.829999923706055
2010/9/28,19.690000534057617
2010/9/29,20.149999618530273
2010/9/30,20.62000084
2010/10/1,19.719999313354492
2010/10/4,20.579999923706055
2010/10/5,19.18000030517578
2010/10/6,18.760000228881836
2010/10/7,18.799999237060547
2010/10/8,17.93000030517578
2010/10/11,16.530000686645508
2010/10/12,16.59000015258789
2010/10/13,16.299999237060547
2010/10/14,16.81999969482422
2010/10/15,16.889999389648438
2010/10/18,17.09000015258789
2010/10/19,18.18000030517578
2010/10/20,17.309999465942383
2010/10/21,16.5
2010/10/22,16.399999618530273
2010/10/25,17.299999237060547
2010/10/26,17.670000076293945
2010/10/27,18.209999084472656
2010/10/28,18.329999923706055
2010/10/29,18.510000228881836
2010/11/1,19.139999389648438
2010/11/2,19.110000610351562
2010/11/3,17.239999771118164
2010/11/4,16.15999984741211
2010/11/5,16
2010/11/8,16.09000015258789
2010/11/9,16.809999465942383
2010/11/10,16.350000381469727
2010/11/11,16.770000457763672
2010/11/12,18.239999771118164
2010/11/15,17.59000015258789
2010/11/16,20.049999237060547
2010/11/17,19.489999771118164
2010/11/18,16.670000076293945
2010/11/19,15.789999961853027
2010/11/22,16.229999542236328
2010/11/23,18.239999771118164
2010/11/24,17.170000076293945
2010/11/26,18.200000762939453
2010/11/29,19.459999084472656
2010/11/30,20.989999771118164
2010/12/1,18.780000686645508
2010/12/2,17.260000228881836
2010/12/3,15.720000267028809
2010/12/6,15.859999656677246
2010/12/7,16.020000457763672
2010/12/8,15.770000457763672
2010/12/9,15.380000114440918
2010/12/10,15.520000457763672
2010/12/13,15.15999984741211
2010/12/14,15.300000190734863
2010/12/15,15.43999958
2010/12/16,15.149999618530273
2010/12/17,14.069999694824219
2010/12/20,14.729999542236328
2010/12/21,14.760000228881836
2010/12/22,13.880000114440918
2010/12/23,14.06000042
2010/12/27,15.510000228881836
2010/12/28,15.470000267028809
2010/12/29,15.09000015258789
2010/12/30,15.289999961853027
2010/12/31,15.609999656677246
2011/1/3,15.630000114440918
2011/1/4,15.180000305175781
2011/1/5,14.579999923706055
2011/1/6,15.06000042
2011/1/7,14.960000038146973
2011/1/10,15.34000015258789
2011/1/11,14.520000457763672
2011/1/12,13.979999542236328
2011/1/13,13.949999809265137
2011/1/14,13.140000343322754
2011/1/18,13.09000015258789
2011/1/19,14.600000381469727
2011/1/20,15.15999984741211
2011/1/21,15.050000190734863
2011/1/24,14.619999885559082
2011/1/25,14.619999885559082
2011/1/26,14.170000076293945
2011/1/27,14
2011/1/28,17.049999237060547
2011/1/31,16.68000030517578
2011/2/1,15.369999885559082
2011/2/2,15.010000228881836
2011/2/3,14.43999958
2011/2/4,13.949999809265137
2011/2/7,14.109999656677246
2011/2/8,13.479999542236328
2011/2/9,13.800000190734863
2011/2/10,13.779999732971191
2011/2/11,13.56000042
2011/2/14,14.239999771118164
2011/2/15,14.56000042
2011/2/16,14.56000042
2011/2/17,14.579999923706055
2011/2/18,13.90999984741211
2011/2/22,17.829999923706055
2011/2/23,18.600000381469727
2011/2/24,18.37000084
2011/2/25,16.709999084472656
2011/2/28,15.789999961853027
2011/3/1,17.959999084472656
2011/3/2,17.87999916
2011/3/3,16.06999969482422
2011/3/4,16.43000030517578
2011/3/7,18.18000030517578
2011/3/8,17.420000076293945
2011/3/9,17.75
2011/3/10,19.40999984741211
2011/3/11,17.959999084472656
2011/3/14,18.600000381469727
2011/3/15,21.260000228881836
2011/3/16,25.200000762939453
2011/3/17,22.760000228881836
2011/3/18,20.760000228881836
2011/3/21,17.709999084472656
2011/3/22,17.200000762939453
2011/3/23,16.329999923706055
2011/3/24,15.539999961853027
2011/3/25,15.279999732971191
2011/3/28,16.360000610351562
2011/3/29,15.789999961853027
2011/3/30,15.319999694824219
2011/3/31,15.300000190734863
2011/4/1,15.029999732971191
2011/4/4,15.270000457763672
2011/4/5,15.020000457763672
2011/4/6,14.670000076293945
2011/4/7,15.029999732971191
2011/4/8,15.529999732971191
2011/4/11,14.710000038146973
2011/4/12,15.649999618530273
2011/4/13,15.18999958
2011/4/14,14.470000267028809
2011/4/15,13.75
2011/4/18,15.229999542236328
2011/4/19,13.670000076293945
2011/4/20,13.140000343322754
2011/4/21,12.770000457763672
2011/4/25,13.90999984741211
2011/4/26,14.09000015258789
2011/4/27,13.789999961853027
2011/4/28,12.84000015258789
2011/4/29,13.029999732971191
2011/5/2,14.529999732971191
2011/5/3,15.06000042
2011/5/4,15.720000267028809
2011/5/5,16.690000534057617
2011/5/6,17.079999923706055
2011/5/9,15.949999809265137
2011/5/10,14.649999618530273
2011/5/11,15.779999732971191
2011/5/12,14.970000267028809
2011/5/13,15.789999961853027
2011/5/16,16.34000015258789
2011/5/17,16.770000457763672
2011/5/18,15.329999923706055
2011/5/19,14.460000038146973
2011/5/20,16.260000228881836
2011/5/23,17.290000915527344
2011/5/24,17.010000228881836
2011/5/25,16.139999389648438
2011/5/26,15.220000267028809
2011/5/27,15.020000457763672
2011/5/31,14.289999961853027
2011/6/1,17.399999618530273
2011/6/2,17.229999542236328
2011/6/3,16.87000084
2011/6/6,17.18000030517578
2011/6/7,16.850000381469727
2011/6/8,17.12999916
2011/6/9,16.37000084
2011/6/10,17.450000762939453
2011/6/13,17.889999389648438
2011/6/14,16.579999923706055
2011/6/15,19.68000030517578
2011/6/16,20.280000686645508
2011/6/17,19.450000762939453
2011/6/20,18.34000015258789
2011/6/21,16.93000030517578
2011/6/22,17.299999237060547
2011/6/23,17.809999465942383
2011/6/24,19.350000381469727
2011/6/27,18.780000686645508
2011/6/28,17.489999771118164
2011/6/29,15.859999656677246
2011/6/30,15
2011/7/1,14.710000038146973
2011/7/5,14.970000267028809
2011/7/6,15.119999885559082
2011/7/7,14.770000457763672
2011/7/8,15.020000457763672
2011/7/11,16.829999923706055
2011/7/12,18.079999923706055
2011/7/13,17.979999542236328
2011/7/14,18.610000610351562
2011/7/15,17.489999771118164
2011/7/18,18.979999542236328
2011/7/19,17.479999542236328
2011/7/20,17.469999313354492
2011/7/21,16.010000228881836
2011/7/22,16.100000381469727
2011/7/25,17.75
2011/7/26,18.690000534057617
2011/7/27,20.969999313354492
2011/7/28,21.860000610351562
2011/7/29,23.579999923706055
2011/8/1,22.12999916
2011/8/2,22.829999923706055
2011/8/3,21.889999389648438
2011/8/4,29.40999984741211
2011/8/5,29.59000015258789
2011/8/8,40.49000168
2011/8/9,29.700000762939453
2011/8/10,38.61000061035156
2011/8/11,34.86000061035156
2011/8/12,32.220001220703125
2011/8/15,28.75
2011/8/16,29.329999923706055
2011/8/17,28.270000457763672
2011/8/18,38.16999816894531
2011/8/19,37.74000168
2011/8/22,37.75999832
2011/8/23,32.09000015258789
2011/8/24,31.709999084472656
2011/8/25,35.65999984741211
2011/8/26,32.029998779296875
2011/8/29,29.25
2011/8/30,29.540000915527344
2011/8/31,28.81999969482422
2011/9/1,28.600000381469727
2011/9/2,30.37999916
2011/9/6,33.40999984741211
2011/9/7,30.190000534057617
2011/9/8,31.37999916
2011/9/9,36.459999084472656
2011/9/12,36.689998626708984
2011/9/13,34.70000076293945
2011/9/14,32.20000076293945
2011/9/15,29.799999237060547
2011/9/16,28.40999984741211
2011/9/19,30.040000915527344
2011/9/20,29.850000381469727
2011/9/21,33.36000061035156
2011/9/22,37.75
2011/9/23,38.47999954223633
2011/9/26,36.16999816894531
2011/9/27,34.470001220703125
2011/9/28,37.20000076293945
2011/9/29,35.13999938964844
2011/9/30,39.27000045776367
2011/10/3,41.45000076293945
2011/10/4,37.31999969482422
2011/10/5,34.810001373291016
2011/10/6,33.310001373291016
2011/10/7,32.25999832
2011/10/10,29.600000381469727
2011/10/11,29.65999984741211
2011/10/12,27.510000228881836
2011/10/13,27.68000030517578
2011/10/14,25.420000076293945
2011/10/17,29.84000015258789
2011/10/18,29.100000381469727
2011/10/19,31.81999969482422
2011/10/20,31.809999465942383
2011/10/21,27.809999465942383
2011/10/24,26.5
2011/10/25,29.040000915527344
2011/10/26,26.760000228881836
2011/10/27,22.84000015258789
2011/10/28,22.309999465942383
2011/10/31,27.290000915527344
2011/11/1,31.799999237060547
2011/11/2,30.12999916
2011/11/3,27.540000915527344
2011/11/4,27.239999771118164
2011/11/7,26.959999084472656
2011/11/8,24.700000762939453
2011/11/9,32.88999938964844
2011/11/10,29.90999984741211
2011/11/11,26.790000915527344
2011/11/14,28.100000381469727
2011/11/15,28.450000762939453
2011/11/16,30.270000457763672
2011/11/17,31.399999618530273
2011/11/18,28.65999984741211
2011/11/21,30.12000084
2011/11/22,29.170000076293945
2011/11/23,31
2011/11/25,21.290000915527344
2011/11/28,29.15999984741211
2011/11/29,28.020000457763672
2011/11/30,25.15999984741211
2011/12/1,25.059999465942383
2011/12/2,25.170000076293945
2011/12/5,25.520000457763672
2011/12/6,25.739999771118164
2011/12/7,26.190000534057617
2011/12/8,27.56999969482422
2011/12/9,24.170000076293945
2011/12/12,23.459999084472656
2011/12/13,23.229999542236328
2011/12/14,24.12000084
2011/12/15,22.350000381469727
2011/12/16,22.229999542236328
2011/12/19,22.649999618530273
2011/12/20,20.549999237060547
2011/12/21,19.59000015258789
2011/12/22,19.450000762939453
2011/12/23,18.850000381469727
2011/12/27,20.049999237060547
2011/12/28,21.56999969482422
2011/12/29,20.729999542236328
2011/12/30,21.420000076293945
2012/1/3,20.889999389648438
2012/1/4,20.100000381469727
2012/1/5,19.75
2012/1/6,19.18000030517578
2012/1/9,19.450000762939453
2012/1/10,19.31999969482422
2012/1/11,19.5
2012/1/12,19.040000915527344
2012/1/13,19.31999969482422
2012/1/17,20.15999984741211
2012/1/18,19.18000030517578
2012/1/19,18.15999984741211
2012/1/20,16.049999237060547
2012/1/23,16.709999084472656
2012/1/24,16.959999084472656
2012/1/25,16.40999984741211
2012/1/26,16.579999923706055
2012/1/27,16.649999618530273
2012/1/30,17.68000030517578
2012/1/31,17.62999916
2012/2/1,16.850000381469727
2012/2/2,16.610000610351562
2012/2/3,15.619999885559082
2012/2/6,16.200000762939453
2012/2/7,16.12000084
2012/2/8,16.440000534057617
2012/2/9,17.12000084
2012/2/10,18.639999389648438
2012/2/13,17.25
2012/2/14,17.790000915527344
2012/2/15,19.149999618530273
2012/2/16,17.59000015258789
2012/2/17,16.219999313354492
2012/2/21,16.760000228881836
2012/2/22,16.62000084
2012/2/23,15.489999771118164
2012/2/24,15.739999771118164
2012/2/27,16.489999771118164
2012/2/28,16.670000076293945
2012/2/29,16.989999771118164
2012/3/1,16.09000015258789
2012/3/2,15.93999958
2012/3/5,16.479999542236328
2012/3/6,19.309999465942383
2012/3/7,17.729999542236328
2012/3/8,16.399999618530273
2012/3/9,15.949999809265137
2012/3/12,13.829999923706055
2012/3/13,13.630000114440918
2012/3/14,14.229999542236328
2012/3/15,13.529999732971191
2012/3/16,12.760000228881836
2012/3/19,13.789999961853027
2012/3/20,14.470000267028809
2012/3/21,14.369999885559082
2012/3/22,14.579999923706055
2012/3/23,13.68999958
2012/3/26,13.180000305175781
2012/3/27,14.119999885559082
2012/3/28,14.449999809265137
2012/3/29,14.199999809265137
2012/3/30,13.93999958
2012/4/2,14.079999923706055
2012/4/3,14.460000038146973
2012/4/4,15.079999923706055
2012/4/5,15.270000457763672
2012/4/9,17.139999389648438
2012/4/10,18.559999465942383
2012/4/11,18.229999542236328
2012/4/12,15.619999885559082
2012/4/13,17.670000076293945
2012/4/16,17.75
2012/4/17,16.530000686645508
2012/4/18,16.690000534057617
2012/4/19,16.68000030517578
2012/4/20,15.59000015258789
2012/4/23,16.979999542236328
2012/4/24,16.09000015258789
2012/4/25,15.319999694824219
2012/4/26,14.579999923706055
2012/4/27,14.739999771118164
2012/4/30,15.34000015258789
2012/5/1,14.859999656677246
2012/5/2,15.109999656677246
2012/5/3,15.739999771118164
2012/5/4,17.059999465942383
2012/5/7,17.399999618530273
2012/5/8,17.65999984741211
2012/5/9,18.510000228881836
2012/5/10,17.56999969482422
2012/5/11,18.34000015258789
2012/5/14,19.979999542236328
2012/5/15,20.200000762939453
2012/5/16,20.170000076293945
2012/5/17,21.969999313354492
2012/5/18,22.299999237060547
2012/5/21,19.989999771118164
2012/5/22,20.40999984741211
2012/5/23,20.440000534057617
2012/5/24,19.610000610351562
2012/5/25,20.200000762939453
2012/5/29,19.450000762939453
2012/5/30,21.860000610351562
2012/5/31,21.809999465942383
2012/6/1,24.31999969482422
2012/6/4,23.979999542236328
2012/6/5,22.68000030517578
2012/6/6,20.010000228881836
2012/6/7,19.729999542236328
2012/6/8,18.87000084
2012/6/11,21.09000015258789
2012/6/12,19.90999984741211
2012/6/13,21.34000015258789
2012/6/14,19.760000228881836
2012/6/15,18.389999389648438
2012/6/18,16.87999916
2012/6/19,16.450000762939453
2012/6/20,15.31000042
2012/6/21,17.739999771118164
2012/6/22,16.12000084
2012/6/25,17.989999771118164
2012/6/26,17.649999618530273
2012/6/27,17.459999084472656
2012/6/28,17.530000686645508
2012/6/29,15.319999694824219
2012/7/2,15.460000038146973
2012/7/3,15.460000038146973
2012/7/5,15.850000381469727
2012/7/6,15.829999923706055
2012/7/9,16.520000457763672
2012/7/10,16.93000030517578
2012/7/11,16.62999916
2012/7/12,16.889999389648438
2012/7/13,15.220000267028809
2012/7/16,15.619999885559082
2012/7/17,15.15999984741211
2012/7/18,14.529999732971191
2012/7/19,14.260000228881836
2012/7/20,14.930000305175781
2012/7/23,16.889999389648438
2012/7/24,18.37999916
2012/7/25,17.329999923706055
2012/7/26,15.920000076293945
2012/7/27,15.329999923706055
2012/7/30,16.540000915527344
2012/7/31,17.389999389648438
2012/8/1,17.40999984741211
2012/8/2,16.239999771118164
2012/8/3,14.43999958
2012/8/6,14.680000305175781
2012/8/7,14.859999656677246
2012/8/8,14.149999618530273
2012/8/9,13.850000381469727
2012/8/10,13.569999694824219
2012/8/13,12.430000305175781
2012/8/14,13.140000343322754
2012/8/15,13
2012/8/16,12.619999885559082
2012/8/17,12.010000228881836
2012/8/20,12.609999656677246
2012/8/21,13.489999771118164
2012/8/22,13.68999958
2012/8/23,14.43999958
2012/8/24,13.850000381469727
2012/8/27,14.899999618530273
2012/8/28,15.460000038146973
2012/8/29,15.800000190734863
2012/8/30,16.5
2012/8/31,15.68999958
2012/9/4,16.37999916
2012/9/5,16.270000457763672
2012/9/6,14.300000190734863
2012/9/7,13.18999958
2012/9/10,14.920000076293945
2012/9/11,14.789999961853027
2012/9/12,14.239999771118164
2012/9/13,13.470000267028809
2012/9/14,13.529999732971191
2012/9/17,13.399999618530273
2012/9/18,12.81000042
2012/9/19,12.789999961853027
2012/9/20,12.779999732971191
2012/9/21,12.649999618530273
2012/9/24,12.960000038146973
2012/9/25,13.84000015258789
2012/9/26,15.100000381469727
2012/9/27,13.770000457763672
2012/9/28,14.34000015258789
2012/10/1,14.609999656677246
2012/10/2,14.56000042
2012/10/3,14.289999961853027
2012/10/4,13.75
2012/10/5,13.09000015258789
2012/10/8,13.68999958
2012/10/9,14.65999984741211
